Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM4050661	"Embryo_D14A3B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774914"	SRX6774914	"Tianqing Li"	"Nov 26, 2019"
GSM4050662	"Embryo_D14A3B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774915"	SRX6774915	"Tianqing Li"	"Nov 26, 2019"
GSM4050663	"Embryo_D14A3S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774916"	SRX6774916	"Tianqing Li"	"Nov 26, 2019"
GSM4050664	"Embryo_D14A3S18"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774917"	SRX6774917	"Tianqing Li"	"Nov 26, 2019"
GSM4050665	"Embryo_D14A3S19"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774918"	SRX6774918	"Tianqing Li"	"Nov 26, 2019"
GSM4050666	"Embryo_D14A3S20"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774935"	SRX6774935	"Tianqing Li"	"Nov 26, 2019"
GSM4050667	"Embryo_D14A3S23"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774936"	SRX6774936	"Tianqing Li"	"Nov 26, 2019"
GSM4050668	"Embryo_D14A3S25"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774937"	SRX6774937	"Tianqing Li"	"Nov 26, 2019"
GSM4050669	"Embryo_D14A3S26"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774938"	SRX6774938	"Tianqing Li"	"Nov 26, 2019"
GSM4050670	"Embryo_D14A3S27"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774939"	SRX6774939	"Tianqing Li"	"Nov 26, 2019"
GSM4050671	"Embryo_D14A3S28"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774940"	SRX6774940	"Tianqing Li"	"Nov 26, 2019"
GSM4050672	"Embryo_D14A3S29"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774941"	SRX6774941	"Tianqing Li"	"Nov 26, 2019"
GSM4050673	"Embryo_D14A3S30"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774942"	SRX6774942	"Tianqing Li"	"Nov 26, 2019"
GSM4050674	"Embryo_D14A3S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774959"	SRX6774959	"Tianqing Li"	"Nov 26, 2019"
GSM4050675	"Embryo_D14A3S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774960"	SRX6774960	"Tianqing Li"	"Nov 26, 2019"
GSM4050676	"Embryo_D14A3S8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774961"	SRX6774961	"Tianqing Li"	"Nov 26, 2019"
